character,position,baxter,emc,lmc,nw,nw_late
㔎,心開三仙入,sjet,sjet,sjɛt,sjɛr,sjɛr
㔎,疑開三B真入,ngit,ŋɨ̯it,ŋɨt,ŋɡɨr,ŋɡɨr
㔏,來開四青入,lek,l̙ek,ljɛk,ljɛɣ,ljɨɣ
㔒,匣合四齊平,hwej,ʁwej,ɣjwɛj,ɣ̊ɦjwɛj,xjwi
㔓,見開三C元上,kjonX,kɨ̯ənʔ,kɨɛnX,kɨɛnX,kɨɛnX
㔗,並三C微去,bj+jH,bwɨjh,bvjiH,v̥ɦjiH,fjiH
㔙,幫二庚平,paeng,p̙aˤŋ,pʕɛŋ,pʕɛĩ,pʕɛĩ
㔝,來開三陽上,ljangX,ljɑŋʔ,lɨɑŋX,lɨɔũX,lɨɔũX
㔞,溪合二皆平,khweaj,qʰweˤj,qʰwʕaj,qʰwʕaj,qʰwʕaj
㔠,曉開二刪入,xaet,χaˤt,χʕat,χʕar,χʕar
㔡,幫四先入,pet,p̙et,pjɛt,pjɛr,pjɛr
㔢,精合三仙入,tsjwet,tsjwet,tsjwɛt,tsjwɛr,tsjwɛr
㔣,來合一灰去,lwojH,l̙wəjh,lwɑjH,lwɑjH,lwɑjH
㔣,來合一灰平,lwoj,l̙wəj,lwɑj,lwɑj,lwɑj
㔥,並二佳上,beaX,b̙eˤʔ,bʕajH,b̥ɦʕajH,pʰʕajH
㔩,影開一覃入,'op,ʔ̙əp,ʔɑp,ʔɑβ,ʔɑβ
㔪,來一模上,luX,l̙oʔ,luX,luX,luX
㔮,泥開一歌平,na,n̙ɑ,nɑ,ndɑ,ndɔ
㔯,邪合三仙平,zjwen,zjwen,zjwɛn,z̥ɦjwɛn,sjwɛn
㔴,以開三蒸入,yik,jɨk,jɨk,jɨɣ,jɨɣ
㔶,見一東去,kuwngH,quŋh,quŋH,quŋH,quŋH
㔶,見開一覃上,komX,qəmʔ,qɑmX,qɑmX,qɑmX
㔸,透開四齊平,thej,t̙ʰej,tʰjɛj,tʰjɛj,tʰji
㔹,來開一登入,lok,l̙ək,lək,ləɣ,ləɣ
㔻,滂三B脂平,phij,pʰɨ̯i,pʰɨi,pʰɨi,pʰɨi
㕀,以三尤平,yuw,ju,jɨw,jɨw,jɨw
㕆,匣一模上,huX,ʁoʔ,ʁuH,ʁ̥ɦuH,χuH
㕆,端一模上,tuX,t̙oʔ,tuX,tuX,tuX
㕇,來開一覃入,lop,l̙əp,lɑp,lɑβ,lɑβ
㕈,影合一灰去,'wojH,ʔ̙wəjh,ʔwɑjH,ʔwɑjH,ʔwɑjH
㕈,影開一咍上,'ojX,ʔ̙əjʔ,ʔɑjX,ʔɑjX,ʔɑjX
㕈,影開三C微上,'j+jX,ʔɨjʔ,ʔɨiX,ʔɨiX,ʔɨiX
㕊,滂三C虞平,phju,pʰɨ̯o,pfʰu,fu,fu
㕋,羣開三B侵平,gim,ɡɨ̯im,ɡɨim,ɡ̊ɦɨim,kʰɨim
㕎,溪開一談入,khap,qʰɑp,qʰɑp,qʰɑβ,qʰɑβ
㕒,疑合三B支平,ngjwe,ŋwɨ̯ie,ŋwɨi,ŋɡwɨi,ŋɡwɨi
㕗,以三尤上,yuwX,juʔ,jɨwX,jɨwX,jɨwX
㕙,清合三真平,tshwin,tsʰjwin,tsʰjwin,tsʰjwin,tsʰjwin
㕙,精合三真去,tswinH,tsjwinh,tsjwinH,tsjwinH,tsjwinH
㕚,莊開二肴上,tsraewX,tʂaˤwʔ,tʂʕawX,tʂʕawX,tʂʕawX
㕛,云三C尤上,hjuwX,wɨ̯uʔ,ɣɨwX,ɣɨwX,ɣɨwX
㕞,生合三仙入,srjwet,ʂwɨ̯et,ʂwʕat,ʂwʕar,ʂwʕar
㕟,溪合二皆去,khweajH,qʰweˤjh,qʰwʕajH,qʰwʕajH,qʰwʕajH
㕡,曉開一唐入,xak,χɑk,χɑk,χɑɣ,χɔɣ
㕢,匣開二夬去,haejH,ʁaˤjh,ʁʕajH,ʁ̥ɦʕajH,χʕajH
㕢,見開一咍去,kojH,qəjh,qɑjH,qɑjH,qɑjH
㕣,以合三仙上,ywenX,jwenʔ,jwɛnX,jwɛnX,jwɛnX
㕦,匣合二麻去,hwaeH,ʁwaˤh,ʁwʕaH,ʁ̥ɦwʕaH,χwʕaH
㕧,曉開三B脂去,xijH,xɨ̯ih,xɨiH,xɨiH,xɨiH
㕬,章三鍾平,tsyowng,tɕoŋ,tɕuŋ,tɕuŋ,tɕuŋ
㕭,影開二肴平,'aew,ʔ̙aˤw,ʔˤaw,ʔˤaw,ʔˤaw
㕮,並三C虞上,bjuX,bɨ̯oʔ,bvuH,v̥ɦuH,fuH
㕮,幫三C虞上,pjuX,pɨ̯oʔ,pfuX,fuX,fuX
㕯,日合三仙入,nywet,ɲwet,ɲwɛt,ʑwɛr,ʑwɛr
㕯,泥合一魂入,nwot,n̙wət,nwət,ndwər,ndwər
㕯,孃合二山入,nrweat,ɳweˤt,ɳwʕat,nɻwʕar,nɻwʕar
㕰,曉二江入,xaewk,χoˤk,χʕawk,χʕawɣ,χʕɔɣ
㖃,匣一侯上,huwX,ʁuʔ,ʁəwH,ʁ̥ɦəwH,χəwH
㖃,曉一侯上,xuwX,χuʔ,χəwX,χəwX,χəwX
㖃,曉一侯去,xuwH,χuh,χəwH,χəwH,χəwH
㖅,心合三真入,swit,sjwit,sjwit,sjwir,sjwir
㖏,泥開四先入,net,n̙et,njɛt,ndjɛr,ndjɛr
㖑,曉開二皆去,xeajH,χeˤjh,χʕajH,χʕajH,χʕajH
㖒,定開四齊平,dej,d̙ej,djɛj,d̥ɦjɛj,tʰji
㖘,章開三真平,tsyin,tɕin,tɕɨn,tɕɨn,tɕɨn
㖟,常三尤去,dzyuwH,dʑuh,ʑɨwH,ʑ̊ɦɨwH,ɕɨwH
㖥,羣合三B真上,gwinX,ɡwɨ̯inʔ,ɡɨunH,ɡ̊ɦɨunH,kʰɨunH
㖩,精合三虞平,tsju,tsjo,tsju,tsju,tsju
㖪,曉合二耕入,xweak,χweˤk,χwʕɛk,χwʕɛɣ,χwʕɛɣ
㖷,常開三支平,dzye,dʑie,ʑi,ʑ̊ɦi,ɕi
㗁,疑開一唐入,ngak,ɴɑk,ɴɑk,ɴɢɑɣ,ɴɢɔɣ
㗉,來開三陽入,ljak,ljɑk,lɨɑk,lɨɑɣ,lɨɔɣ
㗊,莊開三侵入,tsrip,tʂɨ̯ip,tʂʕip,tʂʕiβ,tʂʕiβ
㗔,溪開三B仙平,khjen,kʰɨ̯en,kʰɨɛn,kʰɨɛn,kʰɨɛn
㗕,見一侯平,kuw,qu,qəw,qəw,qəw
㗗,幫三B支上,pjeX,pɨ̯ieʔ,pɨiX,pɨiX,pɨiX
㗘,幫一唐入,pak,p̙ɑk,pɑk,pɑɣ,pɔɣ
㗙,孃開二咸入,nreap,ɳeˤp,ɳʕap,nɻʕaβ,nɻʕaβ
㗚,來開三真入,lit,lit,lɨt,lɨr,lɨr
㗛,心開三宵去,sjewH,sjewh,sjɛwH,sjɛwH,sjɛwH
㗢,匣一冬去,howngH,ʁoŋh,ʁuŋH,ʁ̥ɦuŋH,χuŋH
㗢,匣一冬平,howng,ʁoŋ,ʁuŋ,ʁ̥ɦuŋ,χuŋ
㗢,定一東去,duwngH,d̙uŋh,duŋH,d̥ɦuŋH,tʰuŋH
㗤,精三東入,tsjuwk,tsjuk,tsjuk,tsjuɣ,tsjuɣ
㗦,來開一豪平,law,l̙əw,lɑw,lɑw,lɑw
㗧,知開三真入,trit,ʈit,ʈɨt,ʈɨr,ʈɨr
㗧,端開四先入,tet,t̙et,tjɛt,tjɛr,tjɛr
㗨,曉開二佳平,xea,χeˤ,χʕaj,χʕaj,χʕaj
㗩,心開三侵入,sip,sip,sjip,sjiβ,sjiβ
㗫,清開四先入,tshet,t̙s̙ʰet,tsʰjɛt,tsʰjɛr,tsʰjɛr
㗬,徹開二麻平,trhae,ʈʰaˤ,ʈʰʕa,ʈʰʕa,ʈʰʕa
㗱,精開三侵入,tsip,tsip,tsjip,tsjiβ,tsjiβ
㗲,匣合二耕入,hweak,ʁweˤk,ʁwʕɛk,ʁ̥ɦwʕɛɣ,χwʕɛɣ
㗴,疑開二山平,ngean,ɴeˤn,ɴʕan,ɴɢʕan,ɴɢʕan
㗵,曉合三C文入,xjut,xɨ̯ut,xɨut,xɨur,xɨur
㗻,匣合一歌平,hwa,ʁwɑ,ʁwɑ,ʁ̥ɦwɑ,χwɔ
㗻,見合一歌平,kwa,qwɑ,qwɑ,qwɑ,qwɔ
㗼,疑開三C嚴入,ngjaep,ŋɨ̯əp,ŋɨɛp,ŋɡɨɛβ,ŋɡɨɛβ
㗾,曉合三C歌平,xjwa,xwɨ̯ɑ,xwɨa,xwɨa,xwɨa
㗿,曉開一歌上,xaX,χɑʔ,χɑX,χɑX,χɔX
㗿,曉開二麻上,xaeX,χaˤʔ,χʕaX,χʕaX,χʕaX
㗿,曉開二麻去,xaeH,χaˤh,χʕaH,χʕaH,χʕaH
㘀,精合一唐入,tswak,t̙s̙wɑk,tswɑk,tswɑɣ,tswɔɣ
㘀,精開一唐入,tsak,t̙s̙ɑk,tsɑk,tsɑɣ,tsɔɣ
㘁,以開三清入,yek,jak,jɛk,jɛɣ,jɨɣ
㘆,透開一咍上,thojX,t̙ʰəjʔ,tʰɑjX,tʰɑjX,tʰɑjX
㘈,疑開三C之去,ngiH,ŋɨh,ŋɨiH,ŋɡɨiH,ŋɡɨiH
㘈,疑開三C蒸入,ngik,ŋɨk,ŋɨk,ŋɡɨɣ,ŋɡɨɣ
㘉,莊開三臻入,tsrit,tʂɨ̯it,tʂʕət,tʂʕər,tʂʕər
㘋,匣開四先上,henX,ʁenʔ,ɣjɛnH,ɣ̊ɦjɛnH,xjɛnH
㘋,匣開四先平,hen,ʁen,ɣjɛn,ɣ̊ɦjɛn,xjɛn
㘌,羣開三B庚入,gjaek,ɡɨ̯ak,ɡɨɛk,ɡ̊ɦɨɛɣ,kʰɨɣ
㘓,來開一寒平,lan,l̙ɑn,lɑn,lɑn,lɑn
㘙,疑開三B庚入,ngjaek,ŋɨ̯ak,ŋɨɛk,ŋɡɨɛɣ,ŋɡɨɣ
㘝,孃開二咸入,nreap,ɳeˤp,ɳʕap,nɻʕaβ,nɻʕaβ
㘝,孃開三侵入,nrip,ɳip,ɳɨip,nɻɨiβ,nɻɨiβ
㘠,幫三B蒸入,pik,pɨk,pɨk,pɨɣ,pɨɣ
㘣,邪合三仙平,zjwen,zjwen,zjwɛn,z̥ɦjwɛn,sjwɛn
㘣,曉合四先平,xwen,χwen,xjwɛn,xjwɛn,xjwɛn
㘥,以三尤平,yuw,ju,jɨw,jɨw,jɨw
㘨,泥開四添入,nep,n̙ep,njɛp,ndjɛβ,ndjɛβ
㘰,章開三侵平,tsyim,tɕim,tɕim,tɕim,tɕim
㘱,透開一談平,tham,t̙ʰɑm,tʰɑm,tʰɑm,tʰɑm
㘲,見三C東入,kjuwk,kɨ̯uk,kɨuk,kɨuɣ,kɨuɣ
㘻,影開三A真平,'jin,ʔjin,ʔjin,ʔjin,ʔjin
㘿,泥開四先入,net,n̙et,njɛt,ndjɛr,ndjɛr
㙀,來三尤去,ljuwH,ljuh,lɨwH,lɨwH,lɨwH
㙁,明三C東入,mjuwk,mɨ̯uk,muk,mbuɣ,mbuɣ
㙃,幫二耕平,peang,p̙eˤŋ,pʕɛŋ,pʕɛĩ,pʕɛĩ
㙄,並四齊上,bejX,b̙ejʔ,bjɛjH,b̥ɦjɛjH,pʰjiH
㙇,徹三鍾入,trhjowk,ʈʰjok,ʈʰɨuk,ʈʰɨuɣ,ʈʰɨuɣ
㙊,澄開三陽平,drjang,ɖjɑŋ,ɖɨɑŋ,ɖ̥ɦɨɔũ,ʈʰɨɔũ
㙏,滂三C東入,phjuwk,pʰɨ̯uk,pfʰuk,fuɣ,fuɣ
㙙,來三鍾上,ljowngX,ljoŋʔ,lɨuŋX,lɨuŋX,lɨuŋX
㙠,影開四齊去,'ejH,ʔ̙ejh,ʔjɛjH,ʔjɛjH,ʔjiH
㙠,影開四齊平,'ej,ʔ̙ej,ʔjɛj,ʔjɛj,ʔji
㙤,曉開二麻去,xaeH,χaˤh,χʕaH,χʕaH,χʕaH
㙨,羣開三C微平,gj+j,ɡɨj,ɡɨi,ɡ̊ɦɨi,kʰɨi
㙩,來開三宵去,ljewH,ljewh,lɨɛwH,lɨɛwH,lɨɛwH
㙩,來開四蕭平,lew,l̙ew,ljɛw,ljɛw,ljɛw
㙪,影開三B脂去,'ijH,ʔɨ̯ih,ʔɨiH,ʔɨiH,ʔɨiH
㙪,影開四齊去,'ejH,ʔ̙ejh,ʔjɛjH,ʔjɛjH,ʔjiH
㙱,匣開一豪去,hawH,ʁəwh,ʁɑwH,ʁ̥ɦɑwH,χɑwH
㙴,昌開三鹽去,tsyhemH,tɕʰemh,tɕʰɛmH,tɕʰɛmH,tɕʰɛmH
㙷,澄開三侵入,drip,ɖip,ɖɨip,ɖ̥ɦɨiβ,ʈʰɨiβ
㙷,澄開三鹽入,drjep,ɖjep,ɖɨɛp,ɖ̥ɦɨɛβ,ʈʰɨɛβ
㙻,澄開三仙平,drjen,ɖjen,ɖɨɛn,ɖ̥ɦɨɛn,ʈʰɨɛn
㚀,曉開三B支平,xje,xɨ̯ie,xɨi,xɨi,xɨi
㚁,溪開三B宵去,khjewH,kʰɨ̯ewh,kʰɨɛwH,kʰɨɛwH,kʰɨɛwH
㚂,泥開一唐去,nangH,n̙ɑŋh,nɑŋH,ndɔũH,ndɔũH
㚃,影合三C文平,'jun,ʔɨ̯un,ʔɨun,ʔɨun,ʔɨun
㚅,來三東平,ljuwng,ljuŋ,lɨuŋ,lɨuŋ,lɨuŋ
㚇,精一東去,tsuwngH,t̙s̙uŋh,tsuŋH,tsuŋH,tsuŋH
㚇,精一東平,tsuwng,t̙s̙uŋ,tsuŋ,tsuŋ,tsuŋ
㚊,溪開一咍平,khoj,qʰəj,qʰɑj,qʰɑj,qʰɑj
㚋,端開四蕭平,tew,t̙ew,tjɛw,tjɛw,tjɛw
㚍,溪合一灰上,khwojX,qʰwəjʔ,qʰwɑjX,qʰwɑjX,qʰwɑjX
㚒,書開三清入,syek,ɕak,ɕɛk,ɕɛɣ,ɕɨɣ
㚒,書開三鹽上,syemX,ɕemʔ,ɕɛmX,ɕɛmX,ɕɛmX
㚔,孃開三鹽入,nrjep,ɳjep,ɳɨɛp,nɻɨɛβ,nɻɨɛβ
㚖,見開一豪上,kawX,qəwʔ,qɑwX,qɑwX,qɑwX
㚖,昌開三清入,tsyhek,tɕʰak,tɕʰɛk,tɕʰɛɣ,tɕʰɨɣ
㚗,從開三麻平,dzjae,dzja,dzja,d̥z̥ɦja,tsʰja
㚘,並一寒上,banX,b̙ɑnʔ,bɑnH,b̥ɦɑnH,pʰɑnH
㚛,曉開四先入,xet,χet,xjɛt,xjɛr,xjɛr
㚛,曉開四齊去,xejH,χejh,xjɛjH,xjɛjH,xjiH
㚜,云合三B蒸入,hwik,wɨk,wɨk,wɨɣ,wɨɣ
㚠,溪開三A宵平,khjiew,kʰjew,kʰjɛw,kʰjɛw,kʰjɛw
㚠,曉開四蕭平,xew,χew,xjɛw,xjɛw,xjɛw
㚢,泥一模平,nu,n̙o,nu,ndu,ndu
㚤,以開三蒸入,yik,jɨk,jɨk,jɨɣ,jɨɣ
㚫,心開一覃入,sop,s̙əp,sɑp,sɑβ,sɑβ
㚲,昌開三鹽入,tsyhep,tɕʰep,tɕʰɛp,tɕʰɛβ,tɕʰɛβ
㚲,昌開三鹽平,tsyhem,tɕʰem,tɕʰɛm,tɕʰɛm,tɕʰɛm
㚷,孃開二佳上,nreaX,ɳeˤʔ,ɳʕajX,nɻʕajX,nɻʕajX
㛁,滂二耕平,pheang,p̙ʰeˤŋ,pʰʕɛŋ,pʰʕɛĩ,pʰʕɛĩ
㛂,泥合一歌上,nwaX,n̙wɑʔ,nwɑX,ndwɑX,ndwɔX
㛂,疑合一歌上,ngwaX,ɴwɑʔ,ɴwɑX,ɴɢwɑX,ɴɢwɔX
㛄,影開三C微平,'j+j,ʔɨj,ʔɨi,ʔɨi,ʔɨi
㛅,日開三之去,nyiH,ɲɨh,ɲiH,ʑiH,ʑiH
㛊,端合一歌去,twaH,t̙wɑh,twɑH,twɑH,twɔH
㛍,溪開四添入,khep,qʰep,kʰjɛp,kʰjɛβ,kʰjɛβ
㛍,曉開三B鹽上,xjemX,xɨ̯emʔ,xɨɛmX,xɨɛmX,xɨɛmX
㛍,曉開四添入,xep,χep,xjɛp,xjɛβ,xjɛβ
㛐,心開一豪上,sawX,s̙əwʔ,sɑwX,sɑwX,sɑwX
㛑,清開一寒去,tshanH,t̙s̙ʰɑnh,tsʰɑnH,tsʰɑnH,tsʰɑnH
㛒,定一侯去,duwH,d̙uh,dəwH,d̥ɦəwH,tʰəwH
㛗,心合一歌平,swa,s̙wɑ,swɑ,swɑ,swɔ
㛗,清合一歌平,tshwa,t̙s̙ʰwɑ,tsʰwɑ,tsʰwɑ,tsʰwɔ
㛘,滂一魂入,phwot,p̙ʰwət,pʰət,pʰər,pʰər
㛥,透開一覃入,thop,t̙ʰəp,tʰɑp,tʰɑβ,tʰɑβ
㛧,明一談上,mamX,m̙ɑmʔ,mɑmX,mbɑmX,mbɑmX
㛪,影開三C嚴去,'jaemH,ʔɨ̯əmh,ʔɨɛmH,ʔɨɛmH,ʔɨɛmH
㛮,心開一豪上,sawX,s̙əwʔ,sɑwX,sɑwX,sɑwX
㛱,影合一灰上,'wojX,ʔ̙wəjʔ,ʔwɑjX,ʔwɑjX,ʔwɑjX
㛳,以開三祭去,yejH,jejh,jɛjH,jɛjH,jiH
㛳,章開三祭去,tsyejH,tɕejh,tɕɛjH,tɕɛjH,tɕiH
㛴,泥開一豪上,nawX,n̙əwʔ,nɑwX,ndɑwX,ndɑwX
㛶,透開一寒去,thanH,t̙ʰɑnh,tʰɑnH,tʰɑnH,tʰɑnH
㛹,並三A仙平,bjien,bjen,bjɛn,b̥ɦjɛn,pʰjɛn
㛼,初開二咸入,tsrheap,tʂʰeˤp,tʂʰʕap,tʂʰʕaβ,tʂʰʕaβ
㜅,曉三C東入,xjuwk,xɨ̯uk,xɨuk,xɨuɣ,xɨuɣ
㜇,影合三A支去,'jwieH,ʔjwieh,ʔjwiH,ʔjwiH,ʔjwiH
㜊,知開三仙上,trjenX,ʈjenʔ,ʈɨɛnX,ʈɨɛnX,ʈɨɛnX
㜌,溪一侯去,khuwH,qʰuh,qʰəwH,qʰəwH,qʰəwH
㜎,匣開四齊平,hej,ʁej,ɣjɛj,ɣ̊ɦjɛj,xji
㜓,端開一覃入,top,t̙əp,tɑp,tɑβ,tɑβ
㜗,清開一覃入,tshop,t̙s̙ʰəp,tsʰɑp,tsʰɑβ,tsʰɑβ
㜗,清開一覃上,tshomX,t̙s̙ʰəmʔ,tsʰɑmX,tsʰɑmX,tsʰɑmX
㜗,清開一覃平,tshom,t̙s̙ʰəm,tsʰɑm,tsʰɑm,tsʰɑm
㜘,精開三麻平,tsjae,tsja,tsja,tsja,tsja
㜝,匣開一覃上,homX,ʁəmʔ,ʁɑmH,ʁ̥ɦɑmH,χɑmH
㜝,疑開一覃上,ngomX,ɴəmʔ,ɴɑmX,ɴɢɑmX,ɴɢɑmX
㜢,來合三虞上,ljuX,ljoʔ,lɨuX,lɨuX,lɨuX
㜣,日開三仙平,nyen,ɲen,ɲɛn,ʑɛn,ʑɛn
㜣,泥開四先去,nenH,n̙enh,njɛnH,ndjɛnH,ndjɛnH
㜣,書開三仙上,syenX,ɕenʔ,ɕɛnX,ɕɛnX,ɕɛnX
㜤,泥開四添上,nemX,n̙emʔ,njɛmX,ndjɛmX,ndjɛmX
㜤,書開三侵上,syimX,ɕimʔ,ɕimX,ɕimX,ɕimX
㜪,生開三臻平,srin,ʂɨ̯in,ʂʕən,ʂʕən,ʂʕən
㜮,來開一談去,lamH,l̙ɑmh,lɑmH,lɑmH,lɑmH
㜰,以開三陽入,yak,jɑk,jɑk,jɑɣ,jɔɣ
㜰,書開三陽入,syak,ɕɑk,ɕɑk,ɕɑɣ,ɕɔɣ
㜲,以開三清平,yeng,jaŋ,jɛŋ,jɛĩ,jɛĩ
㜳,匣合二皆平,hweaj,ʁweˤj,ʁwʕaj,ʁ̥ɦwʕaj,χwʕaj
㜵,泥開四蕭上,newX,n̙ewʔ,njɛwX,ndjɛwX,ndjɛwX
㜷,明三A支平,mjie,mjie,mji,mbji,mbji
㜸,疑開三B仙入,ngjet,ŋɨ̯et,ŋɨɛt,ŋɡɨɛr,ŋɡɨɛr
㜺,從開一寒去,dzanH,d̙z̙ɑnh,dzɑnH,d̥z̥ɦɑnH,tsʰɑnH
㜺,精開一寒去,tsanH,t̙s̙ɑnh,tsɑnH,tsɑnH,tsɑnH
㜽,精開三之上,tsiX,tsjɨʔ,tsjiX,tsəX,tsəX
㝂,章開三祭去,tsyejH,tɕejh,tɕɛjH,tɕɛjH,tɕiH
㝃,明三B仙上,mjenX,mɨ̯enʔ,mɨɛnX,mbɨɛnX,mbɨɛnX
㝃,明三C元上,mjonX,mɨ̯ənʔ,ɱʕanX,ʋʕanX,ʋʕanX
㝅,見一侯去,kuwH,quh,qəwH,qəwH,qəwH
㝅,泥一侯上,nuwX,n̙uʔ,nəwX,ndəwX,ndəwX
㝈,生合二刪去,srwaenH,ʂwaˤnh,ʂwʕanH,ʂwʕanH,ʂwʕanH
㝈,生合三仙去,srjwenH,ʂwɨ̯enh,ʂwʕanH,ʂwʕanH,ʂwʕanH
㝌,以三尤上,yuwX,juʔ,jɨwX,jɨwX,jɨwX
㝌,見三C尤去,kjuwH,kɨ̯uh,kɨwH,kɨwH,kɨwH
㝏,見開二皆去,keajH,qeˤjh,qʕajH,qʕajH,qʕajH
㝐,以三鍾平,yowng,joŋ,juŋ,juŋ,juŋ
㝖,疑開三B支平,ngje,ŋɨ̯ie,ŋɨi,ŋɡɨi,ŋɡɨi
㝗,來開一唐上,langX,l̙ɑŋʔ,lɑŋX,lɔũX,lɔũX
㝗,來開一唐平,lang,l̙ɑŋ,lɑŋ,lɔũ,lɔũ
㝞,影開二麻平,'ae,ʔ̙aˤ,ʔˤa,ʔˤa,ʔˤa
㝢,云合三C虞上,hjuX,wɨ̯oʔ,ɣɨuX,ɣɨuX,ɣɨuX
㝣,影開四先入,'et,ʔ̙et,ʔjɛt,ʔjɛr,ʔjɛr
㝣,影開四齊去,'ejH,ʔ̙ejh,ʔjɛjH,ʔjɛjH,ʔjiH
㝤,見一侯去,kuwH,quh,qəwH,qəwH,qəwH
㝩,溪開一唐上,khangX,qʰɑŋʔ,qʰɑŋX,qʰɔũX,qʰɔũX
㝩,溪開一唐平,khang,qʰɑŋ,qʰɑŋ,qʰɔũ,qʰɔũ
㝪,端開四添入,tep,t̙ep,tjɛp,tjɛβ,tjɛβ
㝪,端開四添去,temH,t̙emh,tjɛmH,tjɛmH,tjɛmH
㝯,羣開三B宵平,gjew,ɡɨ̯ew,ɡɨɛw,ɡ̊ɦɨɛw,kʰɨɛw
㝰,明四先平,men,m̙en,mjɛn,mbjɛn,mbjɛn
㝱,明三C東去,mjuwngH,mɨ̯uŋh,muŋH,mbuŋH,mbuŋH
㝸,並三B仙去,bjenH,bɨ̯enh,bɨɛnH,b̥ɦɨɛnH,pʰɨɛnH
㝻,羣開三B真去,ginH,ɡɨ̯inh,ɡɨnH,ɡ̊ɦɨnH,kʰɨnH
㝼,影合三C虞平,'ju,ʔɨ̯o,ʔɨu,ʔɨu,ʔɨu
㝾,精開一歌上,tsaX,t̙s̙ɑʔ,tsɑX,tsɑX,tsɔX
㝾,精開一歌去,tsaH,t̙s̙ɑh,tsɑH,tsɑH,tsɔH
㝿,幫一歌上,paX,p̙ɑʔ,pɑX,pɑX,pɔX
㞁,以開三宵去,yewH,jewh,jɛwH,jɛwH,jɛwH
㞂,透合一灰上,thwojX,t̙ʰwəjʔ,tʰwɑjX,tʰwɑjX,tʰwɑjX
㞄,影開一覃上,'omX,ʔ̙əmʔ,ʔɑmX,ʔɑmX,ʔɑmX
㞄,影開一覃平,'om,ʔ̙əm,ʔɑm,ʔɑm,ʔɑm
㞆,見開三B支上,kjeX,kɨ̯ieʔ,kɨiX,kɨiX,kɨiX
㞆,溪開三B支去,khjeH,kʰɨ̯ieh,kʰɨiH,kʰɨiH,kʰɨiH
㞇,影合一灰上,'wojX,ʔ̙wəjʔ,ʔwɑjX,ʔwɑjX,ʔwɑjX
㞋,日合三仙上,nywenX,ɲwenʔ,ɲwɛnX,ʑwɛnX,ʑwɛnX
㞋,孃開三仙上,nrjenX,ɳjenʔ,ɳɨɛnX,nɻɨɛnX,nɻɨɛnX
㞏,澄開三侵入,drip,ɖip,ɖɨip,ɖ̥ɦɨiβ,ʈʰɨiβ
㞒,曉開二皆去,xeajH,χeˤjh,χʕajH,χʕajH,χʕajH
㞓,溪開三A脂去,khjijH,kʰjih,kʰjiH,kʰjiH,kʰjiH
㞙,泥開四蕭去,newH,n̙ewh,njɛwH,ndjɛwH,ndjɛwH
㞚,生開二銜入,sraep,ʂaˤp,ʂʕap,ʂʕaβ,ʂʕaβ
㞚,初開三侵入,tsrhip,tʂʰɨ̯ip,tʂʰʕip,tʂʰʕiβ,tʂʰʕiβ
㞚,莊開二咸入,tsreap,tʂeˤp,tʂʕap,tʂʕaβ,tʂʕaβ
㞛,見開三B脂上,kijX,kɨ̯iʔ,kɨiX,kɨiX,kɨiX
㞜,透合一灰平,thwoj,t̙ʰwəj,tʰwɑj,tʰwɑj,tʰwɑj
㞟,定開四先去,denH,d̙enh,djɛnH,d̥ɦjɛnH,tʰjɛnH
㞟,端開四青上,tengX,t̙eŋʔ,tjɛŋX,tjɛĩX,tjɛĩX
㞡,知開三仙上,trjenX,ʈjenʔ,ʈɨɛnX,ʈɨɛnX,ʈɨɛnX
㞢,章開三之平,tsyi,tɕɨ,tɕi,tɕi,tɕi
㞣,並三C文平,bjun,bɨ̯un,bvun,v̥ɦun,fun
㞣,滂三C文平,phjun,pʰɨ̯un,pfʰun,fun,fun
㞥,崇開三侵平,dzrim,dʐɨ̯im,ʐʕim,ʐ̥ɦʕim,ʂʕim
㞦,見開三B脂上,kijX,kɨ̯iʔ,kɨiX,kɨiX,kɨiX
㞷,羣合三C陽平,gjwang,ɡwɨ̯ɑŋ,ɡwɨɑŋ,ɡ̊ɦwɨɔũ,kʰwɨɔũ
㞽,曉合三C元入,xjwot,xwɨ̯ət,xwɨɛt,xwɨɛr,xwɨɛr
㟅,來一東平,luwng,l̙uŋ,luŋ,luŋ,luŋ
㟅,疑一東平,nguwng,ɴuŋ,ɴuŋ,ɴɢuŋ,ɴɢuŋ
㟅,疑二江平,ngaewng,ɴoˤŋ,ɴʕawŋ,ɴɢʕɔũ,ɴɢʕɔũ
㟉,來開一豪平,law,l̙əw,lɑw,lɑw,lɑw
㟋,定合一泰去,dwajH,d̙wɑjh,dwɑjH,d̥ɦwɑjH,tʰwɑjH
㟌,明二江平,maewng,m̙oˤŋ,mʕawŋ,mbʕɔũ,mbʕɔũ
㟍,來開一唐平,lang,l̙ɑŋ,lɑŋ,lɔũ,lɔũ
㟎,透合一灰上,thwojX,t̙ʰwəjʔ,tʰwɑjX,tʰwɑjX,tʰwɑjX
㟎,透合一歌上,thwaX,t̙ʰwɑʔ,tʰwɑX,tʰwɑX,tʰwɔX
㟏,曉開一覃平,xom,χəm,χɑm,χɑm,χɑm
㟐,明一唐上,mangX,m̙ɑŋʔ,mɑŋX,mbɔũX,mbɔũX
㟐,明一唐去,mangH,m̙ɑŋh,mɑŋH,mbɔũH,mbɔũH
